type,timestamp,health,health_scale,food_level,walk_speed,fly_speed,is_flying,allow_flight,hand_item_type,pktX,pktY,pktZ,pktYaw,pktPitch,pktAction
PacketPlayInEntityAction,1673903040527,20.0,20.0,20,0.2,0.1,false,true,AIR,0,0,0,0,0,START_SPRINTING
PacketPlayInPosition,1673903040527,20.0,20.0,20,0.2,0.1,false,true,AIR,3.882677577545519,100.2,-5.954790883479002,0.0,0.0,0
PacketPlayInPosition,1673903040581,20.0,20.0,20,0.2,0.1,false,true,AIR,4.076662204356785,100.0,-5.773914496185707,0.0,0.0,0
PacketPlayInPosition,1673903040629,20.0,20.0,20,0.2,0.1,false,true,AIR,4.3639533062977325,100.2,-5.679036880554917,0.0,0.0,0
PacketPlayInPosition,1673903040680,20.0,20.0,20,0.2,0.1,false,true,AIR,4.666139731548478,100.0,-5.579240098665321,0.0,0.0,0
PacketPlayInPosition,1673903040732,20.0,20.0,20,0.2,0.1,false,true,AIR,4.983221480109021,100.2,-5.4745241505169195,0.0,0.0,0
PacketPlayInPosition,1673903040780,20.0,20.0,20,0.2,0.1,false,true,AIR,5.249047391232548,100.0,-5.291864550849465,0.0,0.0,0
PacketPlayInPosition,1673903040832,20.0,20.0,20,0.2,0.1,false,true,AIR,5.4121518979360435,100.2,-4.967908878041242,0.0,0.0,0
PacketPlayInPosition,1673903040880,20.0,20.0,20,0.2,0.1,false,true,AIR,5.582310612767349,100.0,-4.629942245182082,0.0,0.0,0
PacketPlayInPosition,1673903040932,20.0,20.0,20,0.2,0.1,false,true,AIR,5.759523535726462,100.2,-4.2779646522719865,0.0,0.0,0
PacketPlayInPositionLook,1673903040980,20.0,20.0,20,0.2,0.1,false,true,AIR,5.944106824750435,100.0,-3.9121358323083717,-746.88654,3.0752597,0
PacketPlayInPositionLook,1673903041029,20.0,20.0,20,0.2,0.1,false,true,AIR,6.135030367443175,100.2,-3.531944422304907,-746.15814,1.2948399,0
PacketPlayInPositionLook,1673903041083,20.0,20.0,20,0.2,0.1,false,true,AIR,6.322428271318076,100.0,-3.132780335196994,-742.6782,2.2659779,0
PacketPlayInPositionLook,1673903041127,20.0,20.0,20,0.2,0.1,false,true,AIR,6.488923124042559,100.2,-2.707703542563835,-738.0653,4.4510384,0
PacketPlayInPositionLook,1673903041184,20.0,20.0,20,0.2,0.1,false,true,AIR,6.634568916708854,100.0,-2.2582083689204686,-737.66064,5.0175357,0
PacketPlayInPositionLook,1673903041228,20.0,20.0,20,0.2,0.1,false,true,AIR,6.787438485152428,100.2,-1.7946460862331022,-739.9266,5.0175357,0
PacketPlayInKeepAlive,1673903041228,20.0,20.0,20,0.2,0.1,false,true,AIR,0,0,0,0,0,0
