type,timestamp,health,health_scale,food_level,walk_speed,fly_speed,is_flying,allow_flight,hand_item_type,pktX,pktY,pktZ,pktYaw,pktPitch,pktAction
PacketPlayInEntityAction,1673902955630,20.0,20.0,20,0.2,0.1,false,true,AIR,0,0,0,0,0,START_SPRINTING
PacketPlayInPosition,1673902955630,20.0,20.0,20,0.2,0.1,false,true,AIR,63.4760518856735,100.0,-25.922538807981546,0.0,0.0,0
PacketPlayInPositionLook,1673902955681,20.0,20.0,20,0.2,0.1,false,true,AIR,62.92159338403301,100.2,-26.19414150354472,476.10025,-0.89016473,0
PacketPlayInPositionLook,1673902955727,20.0,20.0,20,0.2,0.1,false,true,AIR,62.59792073987552,100.0,-26.42837541901858,485.89255,-2.1040874,0
PacketPlayInPositionLook,1673902955781,20.0,20.0,20,0.2,0.1,false,true,AIR,62.030093395086034,100.2,-27.07240429864227,498.59827,-5.664927,0
PacketPlayInPositionLook,1673902955832,20.0,20.0,20,0.2,0.1,false,true,AIR,61.775949581254444,100.0,-27.48142138104984,508.14777,-6.959778,0
PacketPlayInPositionLook,1673902955882,20.0,20.0,20,0.2,0.1,false,true,AIR,60.98342413373785,100.2,-28.14684648793593,490.01984,-11.168043,0
PacketPlayInPositionLook,1673902955936,20.0,20.0,20,0.2,0.1,false,true,AIR,60.716764109359815,100.41999998688698,-28.618093857449487,465.4986,-6.959778,0
PacketPlayInPositionLook,1673902955981,20.0,20.0,20,0.2,0.1,false,true,AIR,60.49990025799694,100.7531999805212,-28.699999988079078,446.56137,3.8845973,0
PacketPlayInEntityAction,1673902956025,20.0,20.0,20,0.2,0.1,false,true,AIR,0,0,0,0,0,STOP_SPRINTING
PacketPlayInPositionLook,1673902956025,20.0,20.0,20,0.2,0.1,false,true,AIR,60.28008960026295,101.00133597911214,-28.713089831173427,435.23145,8.011934,0
PacketPlayInEntityAction,1673902956081,20.0,20.0,20,0.2,0.1,false,true,AIR,0,0,0,0,0,START_SPRINTING
PacketPlayInPosition,1673902956081,20.0,20.0,20,0.2,0.1,false,true,AIR,60.06278147380916,101.16610926093821,-28.73507069916335,0.0,0.0,0
PacketPlayInPosition,1673902956129,20.0,20.0,20,0.2,0.1,false,true,AIR,59.84256652573078,101.24918707874468,-28.768163132705013,0.0,0.0,0
PacketPlayInPosition,1673902956177,20.0,20.0,20,0.2,0.1,false,true,AIR,59.61970636989779,101.25220334025373,-28.81136709119015,0.0,0.0,0
PacketPlayInPosition,1673902956231,20.0,20.0,20,0.2,0.1,false,true,AIR,59.39443907493873,101.17675927506424,-28.863772537639043,0.0,0.0,0
