type,timestamp,health,health_scale,food_level,walk_speed,fly_speed,is_flying,allow_flight,hand_item_type,pktX,pktY,pktZ,pktYaw,pktPitch,pktAction
PacketPlayInEntityAction,1673903243446,20.0,20.0,20,0.2,0.1,false,true,AIR,0,0,0,0,0,START_SPRINTING
PacketPlayInPosition,1673903243447,20.0,20.0,20,0.2,0.1,false,true,AIR,11.141637490925852,99.0,13.588939884578442,0.0,0.0,0
PacketPlayInPosition,1673903243496,20.0,20.0,20,0.2,0.1,false,true,AIR,10.557094882773562,99.0,13.423851895444205,0.0,0.0,0
PacketPlayInPosition,1673903243546,20.0,20.0,20,0.2,0.1,false,true,AIR,9.300912817854297,99.4,13.069077806794729,0.0,0.0,0
PacketPlayInPosition,1673903243600,20.0,20.0,20,0.2,0.1,false,true,AIR,8.691330849975635,99.71360000610352,12.896918138900405,0.0,0.0,0
PacketPlayInPosition,1673903243647,20.0,20.0,20,0.2,0.1,false,true,AIR,8.085582738436244,99.94252801654054,12.72584123832681,0.0,0.0,0
PacketPlayInPosition,1673903243699,20.0,20.0,20,0.2,0.1,false,true,AIR,7.483644370885028,99.74252801654053,12.555840295203282,0.0,0.0,0
PacketPlayInPosition,1673903243749,20.0,20.0,20,0.2,0.1,false,true,AIR,6.8854917866211975,99.46812801119995,12.386908542488625,0.0,0.0,0
PacketPlayInPosition,1673903243799,20.0,20.0,20,0.2,0.1,false,true,AIR,6.2911011756404855,99.12081599920654,12.219039255701729,0.0,0.0,0
PacketPlayInPosition,1673903243841,20.0,20.0,20,0.2,0.1,false,true,AIR,5.700448877687374,99.0,12.052225752653904,0.0,0.0,0
PacketPlayInPosition,1673903243901,20.0,20.0,20,0.2,0.1,false,true,AIR,5.115906269535086,99.0,11.887137763519666,0.0,0.0,0
PacketPlayInPositionLook,1673903243943,20.0,20.0,20,0.2,0.1,false,true,AIR,3.8562821183724454,99.4,11.544785559670364,-1694.7999,16.994923,0
PacketPlayInPositionLook,1673903243996,20.0,20.0,20,0.2,0.1,false,true,AIR,3.2389325168381453,99.71360000610352,11.402980777590848,-1697.066,15.214503,0
PacketPlayInPosition,1673903244044,20.0,20.0,20,0.2,0.1,false,true,AIR,2.6254656247725583,99.94252801654054,11.300000011920922,0.0,0.0,0
PacketPlayInEntityAction,1673903244099,20.0,20.0,20,0.2,0.1,false,true,AIR,0,0,0,0,0,STOP_SPRINTING
PacketPlayInPosition,1673903244099,20.0,20.0,20,0.2,0.1,false,true,AIR,2.0230163893455346,100.08847746960939,11.161617833765495,0.0,0.0,0
PacketPlayInEntityAction,1673903244143,20.0,20.0,20,0.2,0.1,false,true,AIR,0,0,0,0,0,START_SPRINTING
PacketPlayInPositionLook,1673903244143,20.0,20.0,20,0.2,0.1,false,true,AIR,1.4343001278942982,100.15310793487474,10.98635588152375,-1693.4242,15.861929,0
PacketPlayInKeepAlive,1673903244171,20.0,20.0,20,0.2,0.1,false,true,AIR,0,0,0,0,0,0
PacketPlayInPositionLook,1673903244199,20.0,20.0,20,0.2,0.1,false,true,AIR,0.9642887387802394,100.13804579054164,10.596918024125742,-1670.3597,22.0934,0
PacketPlayInPositionLook,1673903244243,20.0,20.0,20,0.2,0.1,false,true,AIR,0.8098691044882845,100.04488488728204,10.010355661304928,-1634.7513,28.810436,0
PacketPlayInPositionLook,1673903244299,20.0,20.0,20,0.2,0.1,false,true,AIR,1.0644847232351409,100.0,9.464042041965426,-1595.0155,40.383163,0
PacketPlayInPositionLook,1673903244349,20.0,20.0,20,0.2,0.1,false,true,AIR,1.4643485148171949,100.0,9.006818840794647,-1578.8298,49.44712,0
PacketPlayInPositionLook,1673903244396,20.0,20.0,20,0.2,0.1,false,true,AIR,2.34428023347391,100.4,8.042672441490637,-1577.616,50.74197,0
PacketPlayInPosition,1673903244446,20.0,20.0,20,0.2,0.1,false,true,AIR,2.771280850552407,100.71360000610352,7.574805334614091,0.0,0.0,0
PacketPlayInPosition,1673903244496,20.0,20.0,20,0.2,0.1,false,true,AIR,3.1955959332031223,100.94252801654054,7.109880783726668,0.0,0.0,0
PacketPlayInPosition,1673903244541,20.0,20.0,20,0.2,0.1,false,true,AIR,3.6172423715542528,100.74252801654053,6.6478802822148,0.0,0.0,0
PacketPlayInPosition,1673903244597,20.0,20.0,20,0.2,0.1,false,true,AIR,4.036236949506934,100.46812801119995,6.1887854398585365,0.0,0.0,0
