type,timestamp,health,health_scale,food_level,walk_speed,fly_speed,is_flying,allow_flight,hand_item_type,pktX,pktY,pktZ,pktYaw,pktPitch,pktAction
PacketPlayInEntityAction,1673902991081,20.0,20.0,20,0.2,0.1,false,true,AIR,0,0,0,0,0,START_SPRINTING
PacketPlayInPosition,1673902991081,20.0,20.0,20,0.2,0.1,false,true,AIR,0.4996143765151967,100.0,0.7872997431337834,0.0,0.0,0
PacketPlayInPosition,1673902991129,20.0,20.0,20,0.2,0.1,false,true,AIR,0.49878567164635423,100.2,1.4047068911282836,0.0,0.0,0
PacketPlayInPosition,1673902991180,20.0,20.0,20,0.2,0.1,false,true,AIR,0.4982494004890827,100.0,1.8042431533264498,0.0,0.0,0
PacketPlayInPosition,1673902991234,20.0,20.0,20,0.2,0.1,false,true,AIR,0.49709695377210616,100.12159999847412,2.662846580790309,0.0,0.0,0
PacketPlayInPosition,1673902991278,20.0,20.0,20,0.2,0.1,false,true,AIR,0.4970627536826755,99.96636799395752,2.8279263206939746,0.0,0.0,0
PacketPlayInPosition,1673902991332,20.0,20.0,20,0.2,0.1,false,true,AIR,0.4970285535932448,99.73584062504456,3.003628864423508,0.0,0.0,0
PacketPlayInPositionLook,1673902991380,20.0,20.0,20,0.2,0.1,false,true,AIR,0.49882501011275915,99.43152379758702,3.188934602735392,-4.0464087,5.3412595,0
PacketPlayInPositionLook,1673902991438,20.0,20.0,20,0.2,0.1,false,true,AIR,0.5067526430034008,99.2,3.381777413839431,-18.12791,11.08716,0
PacketPlayInPositionLook,1673902991480,20.0,20.0,20,0.2,0.1,false,true,AIR,0.6437854867094126,99.0,3.6342913578215557,-28.486717,15.133569,0
PacketPlayInPositionLook,1673902991537,20.0,20.0,20,0.2,0.1,false,true,AIR,1.050410585893598,99.2,4.098886124154444,-41.192444,18.775337,0
PacketPlayInPositionLook,1673902991579,20.0,20.0,20,0.2,0.1,false,true,AIR,1.3565417843721914,99.0,4.355621782143686,-50.013615,17.966057,0
PacketPlayInPositionLook,1673902991627,20.0,20.0,20,0.2,0.1,false,true,AIR,2.024461688254175,99.7,4.895143910769406,-51.065685,18.046986,0
PacketPlayInPositionLook,1673902991680,20.0,20.0,20,0.2,0.1,false,true,AIR,2.4340381827333135,99.5,5.148385186706966,-58.268295,20.232044,0
PacketPlayInPositionLook,1673902991736,20.0,20.0,20,0.2,0.1,false,true,AIR,3.324793969072948,99.7,5.675112128646013,-59.40129,22.821747,0
