type,timestamp,health,health_scale,food_level,walk_speed,fly_speed,is_flying,allow_flight,hand_item_type,pktX,pktY,pktZ,pktYaw,pktPitch,pktAction
PacketPlayInPosition,1673902891481,20.0,20.0,20,0.2,0.1,false,true,AIR,4.846435388009247,99.5,2.7909577189113577,0.0,0.0,0
PacketPlayInPosition,1673902891528,20.0,20.0,20,0.2,0.1,false,true,AIR,4.956957297036172,99.7,2.1960779037775975,0.0,0.0,0
PacketPlayInPosition,1673902891580,20.0,20.0,20,0.2,0.1,false,true,AIR,5.027726642207141,99.5,1.8151646953187466,0.0,0.0,0
PacketPlayInKeepAlive,1673902891625,20.0,20.0,20,0.2,0.1,false,true,AIR,0,0,0,0,0,0
PacketPlayInEntityAction,1673902891626,20.0,20.0,20,0.2,0.1,false,true,AIR,0,0,0,0,0,START_SPRINTING
PacketPlayInPosition,1673902891626,20.0,20.0,20,0.2,0.1,false,true,AIR,5.728098427877864,99.7,1.3343277303948857,0.0,0.0,0
PacketPlayInPosition,1673902891681,20.0,20.0,20,0.2,0.1,false,true,AIR,6.1225300044644735,99.5,1.0635325812521912,0.0,0.0,0
PacketPlayInPosition,1673902891731,20.0,20.0,20,0.2,0.1,false,true,AIR,6.970163462549097,100.2,0.4815938057445406,0.0,0.0,0
PacketPlayInPosition,1673902891779,20.0,20.0,20,0.2,0.1,false,true,AIR,7.414661767261198,100.0,0.1764255792048537,0.0,0.0,0
PacketPlayInPosition,1673902891829,20.0,20.0,20,0.2,0.1,false,true,AIR,8.369888624087503,100.2,-0.47938093962893347,0.0,0.0,0
PacketPlayInPosition,1673902891880,20.0,20.0,20,0.2,0.1,false,true,AIR,8.850967047404783,100.0,-0.8096630750474942,0.0,0.0,0
PacketPlayInPosition,1673902891928,20.0,20.0,20,0.2,0.1,false,true,AIR,9.884804579113617,100.2,-1.5194393840619813,0.0,0.0,0
PacketPlayInPosition,1673902891983,20.0,20.0,20,0.2,0.1,false,true,AIR,10.392609435878173,100.0,-1.8680704270250137,0.0,0.0,0
PacketPlayInPosition,1673902892030,20.0,20.0,20,0.2,0.1,false,true,AIR,11.483882073065207,100.2,-2.6172785383525703,0.0,0.0,0
PacketPlayInPosition,1673902892080,20.0,20.0,20,0.2,0.1,false,true,AIR,12.011213991852758,99.92159999847412,-2.979315794171571,0.0,0.0,0
PacketPlayInPosition,1673902892131,20.0,20.0,20,0.2,0.1,false,true,AIR,12.16126972596765,99.76636799395752,-3.082548832780975,0.0,0.0,0
PacketPlayInPosition,1673902892181,20.0,20.0,20,0.2,0.1,false,true,AIR,12.312537373047062,99.53584062504456,-3.1550575453362093,0.0,0.0,0
PacketPlayInPosition,1673902892227,20.0,20.0,20,0.2,0.1,false,true,AIR,12.464907860955972,99.23152379758702,-3.1996071203763723,0.0,0.0,0
PacketPlayInPosition,1673902892281,20.0,20.0,20,0.2,0.1,false,true,AIR,12.618281934048646,98.85489329934836,-3.218713879544562,0.0,0.0,0
PacketPlayInPosition,1673902892332,20.0,20.0,20,0.2,0.1,false,true,AIR,12.772569269684867,98.40739540236494,-3.2146676756019916,0.0,0.0,0
PacketPlayInPosition,1673902892381,20.0,20.0,20,0.2,0.1,false,true,AIR,12.927687674259667,98.0,-3.189552274621419,0.0,0.0,0
PacketPlayInPosition,1673902892430,20.0,20.0,20,0.2,0.1,false,true,AIR,13.705814384759737,98.2,-2.056315981146973,0.0,0.0,0
PacketPlayInPosition,1673902892480,20.0,20.0,20,0.2,0.1,false,true,AIR,14.077710346391157,98.0,-1.5146998209120164,0.0,0.0,0
PacketPlayInPosition,1673902892530,20.0,20.0,20,0.2,0.1,false,true,AIR,14.876914767937079,98.2,-0.3507666925670949,0.0,0.0,0
PacketPlayInPosition,1673902892581,20.0,20.0,20,0.2,0.1,false,true,AIR,15.255977151236143,98.0,0.20128639139574367,0.0,0.0,0
PacketPlayInPosition,1673902892627,20.0,20.0,20,0.2,0.1,false,true,AIR,16.070582212945833,98.2,1.387648468831884,0.0,0.0,0
PacketPlayInPosition,1673902892687,20.0,20.0,20,0.2,0.1,false,true,AIR,16.454880813836322,98.0,1.9473273953921544,0.0,0.0,0
PacketPlayInPosition,1673902892733,20.0,20.0,20,0.2,0.1,false,true,AIR,17.280738507149984,98.2,3.1500774085701755,0.0,0.0,0
PacketPlayInPosition,1673902892781,20.0,20.0,20,0.2,0.1,false,true,AIR,17.66886300273887,98.0,3.7153282332143083,0.0,0.0,0
PacketPlayInPosition,1673902892841,20.0,20.0,20,0.2,0.1,false,true,AIR,18.502942543759392,98.2,4.93005225537455,0.0,0.0,0
PacketPlayInPosition,1673902892880,20.0,20.0,20,0.2,0.1,false,true,AIR,18.89386246753431,98.0,5.499374243022678,0.0,0.0,0
PacketPlayInPosition,1673902892930,20.0,20.0,20,0.2,0.1,false,true,AIR,19.733949383726603,98.2,6.722847194478504,0.0,0.0,0
PacketPlayInPosition,1673902892980,20.0,20.0,20,0.2,0.1,false,true,AIR,20.126911815034855,98.0,7.295143818050627,0.0,0.0,0
PacketPlayInPosition,1673902893026,20.0,20.0,20,0.2,0.1,false,true,AIR,20.97138807991629,98.2,8.525009262107119,0.0,0.0,0
