type,timestamp,health,health_scale,food_level,walk_speed,fly_speed,is_flying,allow_flight,hand_item_type,pktX,pktY,pktZ,pktYaw,pktPitch,pktAction
PacketPlayInLook,1673878906793,20.0,20.0,20,0.2,0.1,false,true,AIR,0.0,0.0,0.0,-1.5376353,-0.8092817,0
PacketPlayInLook,1673878906843,20.0,20.0,20,0.2,0.1,false,true,AIR,0.0,0.0,0.0,-3.3180552,-0.5664972,0
PacketPlayInLook,1673878906893,20.0,20.0,20,0.2,0.1,false,true,AIR,0.0,0.0,0.0,-19.099049,5.9886847,0
PacketPlayInLook,1673878906943,20.0,20.0,20,0.2,0.1,false,true,AIR,0.0,0.0,0.0,-35.689323,13.75779,0
PacketPlayInLook,1673878906992,20.0,20.0,20,0.2,0.1,false,true,AIR,0.0,0.0,0.0,-44.75328,17.72327,0
PacketPlayInKeepAlive,1673878907024,20.0,20.0,20,0.2,0.1,false,true,AIR
PacketPlayInPosition,1673878907193,20.0,20.0,20,0.2,0.1,false,true,AIR,0.2022929853737354,100.0,0.20400695089101795,0.0,0.0,0
PacketPlayInPosition,1673878907243,20.0,20.0,20,0.2,0.1,false,true,AIR,0.6370206109418928,100.2,0.6424178883558154,0.0,0.0,0
PacketPlayInPosition,1673878907293,20.0,20.0,20,0.2,0.1,false,true,AIR,0.9183413721402284,100.0,0.9261221928248125,0.0,0.0,0
PacketPlayInPosition,1673878907343,20.0,20.0,20,0.2,0.1,false,true,AIR,1.5228996879554515,100.2,1.5358027431286874,0.0,0.0,0
PacketPlayInPosition,1673878907393,20.0,20.0,20,0.2,0.1,false,true,AIR,1.8619628831183879,99.92159999847412,1.877738715237474,0.0,0.0,0
PacketPlayInPosition,1673878907442,20.0,20.0,20,0.2,0.1,false,true,AIR,1.9547143444039397,99.76636799395752,1.9712850731363227,0.0,0.0,0
PacketPlayInPosition,1673878907493,20.0,20.0,20,0.2,0.1,false,true,AIR,2.0529175478041153,99.53584062504456,2.070329895541261,0.0,0.0,0
PacketPlayInPosition,1673878907542,20.0,20.0,20,0.2,0.1,false,true,AIR,2.1560818366715764,99.5,2.174378320790943,0.0,0.0,0
PacketPlayInPosition,1673878907592,20.0,20.0,20,0.2,0.1,false,true,AIR,2.8847286430767265,99.7,2.9091987248527253,0.0,0.0,0
PacketPlayInPosition,1673878907642,20.0,20.0,20,0.2,0.1,false,true,AIR,3.2659819245146,99.42159999847412,3.2936822467091087,0.0,0.0,0
PacketPlayInPosition,1673878907693,20.0,20.0,20,0.2,0.1,false,true,AIR,3.3660096362806233,99.26636799395752,3.3945672138459146,0.0,0.0,0
PacketPlayInPosition,1673878907743,20.0,20.0,20,0.2,0.1,false,true,AIR,3.4708342278088553,99.03584062504456,3.5002901708498566,0.0,0.0,0
PacketPlayInPositionLook,1673878907793,20.0,20.0,20,0.2,0.1,false,true,AIR,3.579825097042014,99.0,3.6106101142098694,-43.943996,16.83306,0
PacketPlayInEntityAction,1673878907848,20.0,20.0,20,0.2,0.1,false,true,AIR,0,0,0,0,0,START_SPRINTING
PacketPlayInPositionLook,1673878907848,20.0,20.0,20,0.2,0.1,false,true,AIR,4.383790925494088,99.7,4.451806110346646,-43.70121,16.75213,0
PacketPlayInPositionLook,1673878907895,20.0,20.0,20,0.2,0.1,false,true,AIR,4.786363328813577,100.0,4.876594089336756,-43.458424,16.75213,0
PacketPlayInPosition,1673878907943,20.0,20.0,20,0.2,0.1,false,true,AIR,5.651491423547158,100.2,5.789463456186502,0.0,0.0,0
PacketPlayInPositionLook,1673878907992,20.0,20.0,20,0.2,0.1,false,true,AIR,6.070320952185208,100.0,6.242847100630097,-42.73007,16.590273,0
PacketPlayInPositionLook,1673878908042,20.0,20.0,20,0.2,0.1,false,true,AIR,6.938249190488738,100.2,7.245902008886859,-40.868717,16.347486,0
PacketPlayInPositionLook,1673878908092,20.0,20.0,20,0.2,0.1,false,true,AIR,7.339351576985738,100.0,7.745392673074244,-38.764584,16.185629,0
PacketPlayInPositionLook,1673878908143,20.0,20.0,20,0.2,0.1,false,true,AIR,8.184545718544047,100.2,8.832055862407778,-37.87437,16.266558,0
PacketPlayInPositionLook,1673878908193,20.0,20.0,20,0.2,0.1,false,true,AIR,8.582428129856918,99.92159999847412,9.355730648102796,-37.22694,16.428415,0
PacketPlayInPositionLook,1673878908243,20.0,20.0,20,0.2,0.1,false,true,AIR,8.692772482934009,99.76636799395752,9.496050931688917,-36.903225,16.590273,0
PacketPlayInPositionLook,1673878908293,20.0,20.0,20,0.2,0.1,false,true,AIR,8.80839760067525,99.53584062504456,9.64418189528413,-36.66044,16.833057,0
PacketPlayInPosition,1673878908343,20.0,20.0,20,0.2,0.1,false,true,AIR,8.928828214399358,99.23152379758702,9.799420577892459,0.0,0.0,0
PacketPlayInPositionLook,1673878908393,20.0,20.0,20,0.2,0.1,false,true,AIR,9.03414073636068,99.0,9.966331999823822,-35.527447,17.237698,0
PacketPlayInPositionLook,1673878908442,20.0,20.0,20,0.2,0.1,false,true,AIR,8.795715104295274,99.2,11.359435089607254,-35.28466,17.480482,0
PacketPlayInPositionLook,1673878908493,20.0,20.0,20,0.2,0.1,false,true,AIR,8.712596429193953,99.0,12.02442056043458,-37.87436,18.127907,0
PacketPlayInPositionLook,1673878908542,20.0,20.0,20,0.2,0.1,false,true,AIR,8.989496579075542,99.2,13.437724050140757,-56.0832,17.399553,0
PacketPlayInPositionLook,1673878908592,20.0,20.0,20,0.2,0.1,false,true,AIR,9.511805947686547,99.0,13.872016891675004,-95.25243,16.104702,0
PacketPlayInPositionLook,1673878908642,20.0,20.0,20,0.2,0.1,false,true,AIR,10.96987527831643,99.2,13.942386144675263,-132.2366,16.266558,0
PacketPlayInPositionLook,1673878908693,20.0,20.0,20,0.2,0.1,false,true,AIR,11.550305910875387,99.0,13.576912003642299,-167.19757,12.543862,0
PacketPlayInPositionLook,1673878908743,20.0,20.0,20,0.2,0.1,false,true,AIR,12.437470710246139,99.2,12.39977307674814,-187.99611,8.254669,0
PacketPlayInPositionLook,1673878908793,20.0,20.0,20,0.2,0.1,false,true,AIR,12.322114755040094,98.92159999847412,11.71869024234769,-189.61467,7.688172,0
PacketPlayInPosition,1673878908843,20.0,20.0,20,0.2,0.1,false,true,AIR,12.364880233498306,98.76636799395752,11.594036244952111,0.0,0.0,0
PacketPlayInPosition,1673878908892,20.0,20.0,20,0.2,0.1,false,true,AIR,12.399541836278786,98.53584062504456,11.455478895532183,0.0,0.0,0
PacketPlayInPosition,1673878908942,20.0,20.0,20,0.2,0.1,false,true,AIR,12.426828911979994,98.23152379758702,11.304269495405467,0.0,0.0,0
PacketPlayInPosition,1673878908992,20.0,20.0,20,0.2,0.1,false,true,AIR,12.44740516784566,98.0,11.141546728803762,0.0,0.0,0
PacketPlayInPositionLook,1673878909042,20.0,20.0,20,0.2,0.1,false,true,AIR,12.284629934052603,98.2,9.666005705621817,-186.29662,8.092813,0
PacketPlayInKeepAlive,1673878909072,20.0,20.0,20,0.2,0.1,false,true,AIR
PacketPlayInPositionLook,1673878909092,20.0,20.0,20,0.2,0.1,false,true,AIR,12.30439841186692,98.0,8.971943729448258,-178.36566,9.873232,0
PacketPlayInPositionLook,1673878909143,20.0,20.0,20,0.2,0.1,false,true,AIR,13.396360552299933,98.2,7.955129140703411,-177.96101,10.682514,0
PacketPlayInPositionLook,1673878909193,20.0,20.0,20,0.2,0.1,false,true,AIR,13.905689834432096,98.0,7.479481750484439,-178.04195,10.844371,0
PacketPlayInPositionLook,1673878909245,20.0,20.0,20,0.2,0.1,false,true,AIR,15.004541062306119,98.2,6.4619422462175855,-177.79916,10.844371,0
PacketPlayInPositionLook,1673878909293,20.0,20.0,20,0.2,0.1,false,true,AIR,15.52915172822033,98.0,6.000347010318297,-176.34245,11.006227,0
PacketPlayInPositionLook,1673878909343,20.0,20.0,20,0.2,0.1,false,true,AIR,16.671811992045484,98.2,5.026009395803098,-175.45224,11.410868,0
PacketPlayInPositionLook,1673878909399,20.0,20.0,20,0.2,0.1,false,true,AIR,17.205229617674124,98.0,4.572491635468861,-175.3713,11.491796,0
PacketPlayInPositionLook,1673878909442,20.0,20.0,20,0.2,0.1,false,true,AIR,18.346012292420404,98.2,3.5914128472393125,-175.69502,11.410868,0
PacketPlayInPositionLook,1673878909492,20.0,20.0,20,0.2,0.1,false,true,AIR,18.857081199336893,98.0,3.1113812621910997,-178.20378,11.32994,0
PacketPlayInPositionLook,1673878909542,20.0,20.0,20,0.2,0.1,false,true,AIR,18.685536596127843,98.2,1.614318222663023,-186.53938,11.087155,0
PacketPlayInPositionLook,1673878909593,20.0,20.0,20,0.2,0.1,false,true,AIR,18.45235458247618,98.0,0.9522304307213996,-199.40697,10.601587,0
PacketPlayInPositionLook,1673878909643,20.0,20.0,20,0.2,0.1,false,true,AIR,17.688776564550235,98.2,-0.3487283300163782,-210.4132,10.03509,0
PacketPlayInPositionLook,1673878909693,20.0,20.0,20,0.2,0.1,false,true,AIR,17.311175788440117,98.0,-0.9411224703607329,-212.51733,9.873234,0
PacketPlayInPositionLook,1673878909747,20.0,20.0,20,0.2,0.1,false,true,AIR,16.483545082571215,98.2,-2.2037271715220164,-213.24568,9.306737,0
PacketPlayInPositionLook,1673878909793,20.0,20.0,20,0.2,0.1,false,true,AIR,16.095722800462354,98.0,-2.789966649447397,-213.48846,9.144881,0
PacketPlayInPositionLook,1673878909842,20.0,20.0,20,0.2,0.1,false,true,AIR,15.256985631579461,98.2,-4.04626830552193,-213.73125,9.144881,0
PacketPlayInPositionLook,1673878909893,20.0,20.0,20,0.2,0.1,false,true,AIR,14.832528963405773,98.0,-4.606924876378889,-217.13023,9.306737,0
PacketPlayInPositionLook,1673878909942,20.0,20.0,20,0.2,0.1,false,true,AIR,13.714271242149321,98.2,-5.623387652883741,-227.73181,9.387665,0
PacketPlayInPositionLook,1673878909992,20.0,20.0,20,0.2,0.1,false,true,AIR,13.075671735963716,98.0,-5.918335588951633,-245.2123,9.630448,0
PacketPlayInPositionLook,1673878910042,20.0,20.0,20,0.2,0.1,false,true,AIR,11.564906454582802,98.7,-5.970209684986156,-268.03403,9.792305,0
PacketPlayInPositionLook,1673878910092,20.0,20.0,20,0.2,0.1,false,true,AIR,10.898332749837692,99.0,-5.745030670600464,-288.67072,8.740238,0
PacketPlayInPositionLook,1673878910143,20.0,20.0,20,0.2,0.1,false,true,AIR,10.634738645017006,99.0,-5.702864352762249,-302.5904,7.7691,0
