type,timestamp,health,health_scale,food_level,walk_speed,fly_speed,is_flying,allow_flight,hand_item_type,pktX,pktY,pktZ,pktYaw,pktPitch,pktAction
PacketPlayInPosition,1673879236839,20.0,20.0,20,0.2,0.1,false,true,AIR,15.825484520777325,98.0,10.040995306979777,0.0,0.0,0
PacketPlayInPosition,1673879236903,20.0,20.0,20,0.2,0.1,false,true,AIR,15.747745468340117,98.0,10.127496490655346,0.0,0.0,0
PacketPlayInEntityAction,1673879236938,20.0,20.0,20,0.2,0.1,false,true,AIR,0,0,0,0,0,START_SPRINTING
PacketPlayInPosition,1673879236940,20.0,20.0,20,0.2,0.1,false,true,AIR,15.682028696759971,98.0,10.29998269572033,0.0,0.0,0
PacketPlayInPosition,1673879236988,20.0,20.0,20,0.2,0.1,false,true,AIR,15.62287609129023,98.0,10.519416727917047,0.0,0.0,0
PacketPlayInPosition,1673879237042,20.0,20.0,20,0.2,0.1,false,true,AIR,15.56730752093306,98.0,10.76448427670509,0.0,0.0,0
PacketPlayInPosition,1673879237088,20.0,20.0,20,0.2,0.1,false,true,AIR,15.513695833974655,98.0,11.02354772717766,0.0,0.0,0
PacketPlayInKeepAlive,1673879237114,20.0,20.0,20,0.2,0.1,false,true,AIR
PacketPlayInPosition,1673879237138,20.0,20.0,20,0.2,0.1,false,true,AIR,15.461152605476077,98.0,11.29025294085759,0.0,0.0,0
PacketPlayInPosition,1673879237188,20.0,20.0,20,0.2,0.1,false,true,AIR,15.409192755364327,98.0,11.561130557733376,0.0,0.0,0
PacketPlayInPosition,1673879237253,20.0,20.0,20,0.2,0.1,false,true,AIR,15.35755142988878,98.0,11.83428630701871,0.0,0.0,0
PacketPlayInPosition,1673879237289,20.0,20.0,20,0.2,0.1,false,true,AIR,15.306084018884803,98.0,12.108685916744134,0.0,0.0,0
PacketPlayInPosition,1673879237338,20.0,20.0,20,0.2,0.1,false,true,AIR,15.254711565193332,98.0,12.383764674348733,0.0,0.0,0
PacketPlayInPositionLook,1673879237389,20.0,20.0,20,0.2,0.1,false,true,AIR,15.190100940357269,98.0,12.655998792219638,16.677872,18.775444,0
PacketPlayInPositionLook,1673879237438,20.0,20.0,20,0.2,0.1,false,true,AIR,15.018085089489404,98.5,13.102116948605897,24.68976,13.272327,0
PacketPlayInPositionLook,1673879237488,20.0,20.0,20,0.2,0.1,false,true,AIR,14.912009138901311,98.5,13.368091225410975,28.493385,12.058405,0
PacketPlayInPositionLook,1673879237538,20.0,20.0,20,0.2,0.1,false,true,AIR,14.745147866452577,98.5,13.716354678305366,33.510933,11.977476,0
PacketPlayInPositionLook,1673879237588,20.0,20.0,20,0.2,0.1,false,true,AIR,14.580006150297184,98.5,14.010186374018119,35.534138,11.977476,0
PacketPlayInPositionLook,1673879237638,20.0,20.0,20,0.2,0.1,false,true,AIR,14.418309381826003,98.5,14.2760428952056,34.15836,11.168195,0
PacketPlayInPositionLook,1673879237689,20.0,20.0,20,0.2,0.1,false,true,AIR,14.25879706931066,99.0,14.526830262625886,33.996502,11.087267,0
PacketPlayInPosition,1673879237739,20.0,20.0,20,0.2,0.1,false,true,AIR,14.100477469885739,99.0,14.769389871133605,0.0,0.0,0
PacketPlayInPosition,1673879237789,20.0,20.0,20,0.2,0.1,false,true,AIR,13.94280909188383,99.0,15.007457122753264,0.0,0.0,0
PacketPlayInPosition,1673879237839,20.0,20.0,20,0.2,0.1,false,true,AIR,13.785496280820187,99.0,15.24307154722714,0.0,0.0,0
PacketPlayInPosition,1673879237888,20.0,20.0,20,0.2,0.1,false,true,AIR,13.628377609327387,99.0,15.477346727923862,0.0,0.0,0
PacketPlayInPosition,1673879237938,20.0,20.0,20,0.2,0.1,false,true,AIR,13.359550379546565,99.41999998688698,15.876714394378308,0.0,0.0,0
PacketPlayInPosition,1673879237988,20.0,20.0,20,0.2,0.1,false,true,AIR,13.19852552114352,99.7531999805212,16.115895104333426,0.0,0.0,0
PacketPlayInPosition,1673879238038,20.0,20.0,20,0.2,0.1,false,true,AIR,13.037747721879835,100.00133597911214,16.354675495408692,0.0,0.0,0
PacketPlayInPosition,1673879238088,20.0,20.0,20,0.2,0.1,false,true,AIR,12.87719474643945,100.16610926093821,16.59309159629281,0.0,0.0,0
PacketPlayInPositionLook,1673879238138,20.0,20.0,20,0.2,0.1,false,true,AIR,12.71711484980655,100.24918707874468,16.831354776059747,33.268147,10.925411,0
PacketPlayInPositionLook,1673879238225,20.0,20.0,20,0.2,0.1,false,true,AIR,12.558165137062083,100.25220334025373,17.0699217253093,31.406797,11.087267,0
PacketPlayInPositionLook,1673879238239,20.0,20.0,20,0.2,0.1,false,true,AIR,12.4004592926274,100.17675927506424,17.30889515095503,30.8403,11.168195,0
PacketPlayInPositionLook,1673879238289,20.0,20.0,20,0.2,0.1,false,true,AIR,12.244165386351785,100.02442408821369,17.54840323972185,30.111946,11.491907,0
PacketPlayInPositionLook,1673879238338,20.0,20.0,20,0.2,0.1,false,true,AIR,12.089847102066251,99.79673560066871,17.788784210623852,28.331526,11.977477,0
PacketPlayInPositionLook,1673879238388,20.0,20.0,20,0.2,0.1,false,true,AIR,11.938840160618447,99.49520087700593,18.03071173353529,24.527903,12.786758,0
PacketPlayInPositionLook,1673879238438,20.0,20.0,20,0.2,0.1,false,true,AIR,11.79363098199939,99.1212968405392,18.275124838900183,17.810863,13.59604,0
PacketPlayInPositionLook,1673879238538,20.0,20.0,20,0.2,0.1,false,true,AIR,11.657938098248053,99.0,18.522771899750744,8.018555,14.971819,0
PacketPlayInPositionLook,1673879238539,20.0,20.0,20,0.2,0.1,false,true,AIR,11.541331274270203,99.41999998688698,19.075457878745752,-1.2072575,16.26667,0
PacketPlayInPositionLook,1673879238588,20.0,20.0,20,0.2,0.1,false,true,AIR,11.479996050708271,99.7531999805212,19.402597283890962,-5.2536664,16.428528,0
PacketPlayInPositionLook,1673879238639,20.0,20.0,20,0.2,0.1,false,true,AIR,11.426906891152557,100.00133597911214,19.725627658139175,-6.143876,16.509457,0
PacketPlayInPositionLook,1673879238689,20.0,20.0,20,0.2,0.1,false,true,AIR,11.381285214624166,100.16610926093821,20.044922710817005,-6.0629478,16.590385,0
PacketPlayInPositionLook,1673879238739,20.0,20.0,20,0.2,0.1,false,true,AIR,11.34242250682395,100.24918707874468,20.360822467130063,-5.9820194,16.752243,0
PacketPlayInPositionLook,1673879238788,20.0,20.0,20,0.2,0.1,false,true,AIR,11.309783337200763,100.25220334025373,20.67362476064625,-6.143876,17.156883,0
PacketPlayInPositionLook,1673879238848,20.0,20.0,20,0.2,0.1,false,true,AIR,11.282987251946556,100.17675927506424,20.983588369303007,-6.5485168,17.561523,0
PacketPlayInPositionLook,1673879238888,20.0,20.0,20,0.2,0.1,false,true,AIR,11.261901170093077,100.02442408821369,21.29092055823091,-7.4387264,18.128021,0
PacketPlayInPositionLook,1673879238938,20.0,20.0,20,0.2,0.1,false,true,AIR,11.246864214742981,99.79673560066871,21.59573199818059,-9.381002,18.937304,0
PacketPlayInPositionLook,1673879238988,20.0,20.0,20,0.2,0.1,false,true,AIR,11.23930534733259,99.5,21.897842754793373,-13.912981,19.665657,0
PacketPlayInPositionLook,1673879239066,20.0,20.0,20,0.2,0.1,false,true,AIR,11.355102714460005,99.91999998688698,22.476299742816863,-22.005798,20.232155,0
PacketPlayInPositionLook,1673879239088,20.0,20.0,20,0.2,0.1,false,true,AIR,11.430980539153127,100.2531999805212,22.81425272110109,-29.774902,20.0703,0
PacketPlayInKeepAlive,1673879239120,20.0,20.0,20,0.2,0.1,false,true,AIR
PacketPlayInPositionLook,1673879239138,20.0,20.0,20,0.2,0.1,false,true,AIR,11.513485221930598,100.50133597911214,23.143425889814573,-31.879034,19.58473,0
PacketPlayInPositionLook,1673879239221,20.0,20.0,20,0.2,0.1,false,true,AIR,11.60165124770114,100.66610926093821,23.464834683128956,-30.907896,19.18009,0
