type,timestamp,health,health_scale,food_level,walk_speed,fly_speed,is_flying,allow_flight,hand_item_type,pktX,pktY,pktZ,pktYaw,pktPitch,pktAction
PacketPlayInPosition,1673879210938,20.0,20.0,20,0.2,0.1,false,true,AIR,8.665021112894879,100.0,4.835484624617743,0.0,0.0,0
PacketPlayInEntityAction,1673879210996,20.0,20.0,20,0.2,0.1,false,true,AIR,0,0,0,0,0,START_SPRINTING
PacketPlayInPosition,1673879210996,20.0,20.0,20,0.2,0.1,false,true,AIR,8.783794698789842,100.0,4.711012704019776,0.0,0.0,0
PacketPlayInPosition,1673879211056,20.0,20.0,20,0.2,0.1,false,true,AIR,8.915510498602062,100.0,4.531565561118313,0.0,0.0,0
PacketPlayInPosition,1673879211110,20.0,20.0,20,0.2,0.1,false,true,AIR,9.054292748033891,100.0,4.322101943352649,0.0,0.0,0
PacketPlayInPosition,1673879211158,20.0,20.0,20,0.2,0.1,false,true,AIR,9.196933279406176,100.0,4.096249328407506,0.0,0.0,0
PacketPlayInPosition,1673879211207,20.0,20.0,20,0.2,0.1,false,true,AIR,9.34168043296264,100.0,3.861448319962988,0.0,0.0,0
PacketPlayInPosition,1673879211245,20.0,20.0,20,0.2,0.1,false,true,AIR,9.487577802365266,100.0,3.6217614881003097,0.0,0.0,0
PacketPlayInPosition,1673879211299,20.0,20.0,20,0.2,0.1,false,true,AIR,9.634103189692842,100.0,3.3794069963414604,0.0,0.0,0
PacketPlayInPositionLook,1673879211339,20.0,20.0,20,0.2,0.1,false,true,AIR,9.787311665615512,100.0,3.1396526989370175,529.27673,13.515079,0
PacketPlayInPositionLook,1673879211388,20.0,20.0,20,0.2,0.1,false,true,AIR,9.975838933650415,100.0,2.9319279837324173,548.7804,10.277951,0
PacketPlayInPositionLook,1673879211440,20.0,20.0,20,0.2,0.1,false,true,AIR,10.285629162466893,100.41999998688698,2.5929425067977263,565.04694,12.139298,0
